Product Url
https://www.flipkart.com/zebronics-pro-series-y-intel-core-i3-11th-gen-1125g4-8-gb-512-gb-ssd-windows-11-home-zeb-nbc-1s-thin-light-laptop/p/itma83f92adfdaf5?pid=COMGSZ8NUN6B88KU&lid=LSTCOMGSZ8NUN6B88KU6E0G0Y&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_1&otracker=product_breadCrumbs_Laptops&iid=en_V9VZ88cn5wRf2xjjHYfqy6hKszKs2uJoqBedee-k2lhifNuXMzFUSZcfbtuRFf16mvwZcN6gOwl61FP-U9jd0vUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=er9ve9ezvk0000001710098722139
