Product Url
https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1099tx-gaming-laptop/p/itm3ef6fdacff19e?pid=COMGYFMDSEKNTNFQ&lid=LSTCOMGYFMDSEKNTNFQVE1TWE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_1&otracker=product_breadCrumbs_Laptops&iid=en_nM_x4JTJBlov30hvFt8t6KtaTSSJ-Pq8Gvog5rmG4-ajj-4bK1xIzyL4JLaugA-1E8iHAv7WT2aW1bERch8pgvUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=pzinktu7r40000001714856996193
https://www.flipkart.com/acer-aspire-7-2023-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a715-76g-gaming-laptop/p/itm33a41661dc40d?pid=COMGP8QVTK3EQDXE&lid=LSTCOMGP8QVTK3EQDXEKW8XW5&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_2&otracker=product_breadCrumbs_Laptops&iid=en_nM_x4JTJBlov30hvFt8t6KtaTSSJ-Pq8Gvog5rmG4-Z_vgukaK9hMxKxP-Xj9Q6H-IdFZtiwLsd-26xoJ6p9tIQEIsITtCzc4bHaOMTqL08%3D&ssid=pzinktu7r40000001714856996193
